id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
82297454,12000, 36 months,7.59,A,A3,nurse,< 1 year,RENT,80000,16-Jun,Current,other,MD,770
79712458,24000, 36 months,7.39,A,A4,Executive Director,1 year,RENT,210000,16-Jun,Current,debt_consolidation,CA,725
76894727,7000, 36 months,5.32,A,A1,Controller,5 years,MORTGAGE,99000,16-Apr,Fully Paid,debt_consolidation,IN,765
48050555,13600, 36 months,6.92,A,A4,Pharmacist,10+ years,MORTGAGE,200000,15-May,Fully Paid,credit_card,WV,705
57754519,35000, 36 months,13.33,C,C3,Nurse Practitioner,2 years,MORTGAGE,102000,15-Aug,Fully Paid,credit_card,IL,695
78299445,25075, 36 months,13.67,C,C3,Vice President,10+ years,RENT,134800,16-May,Charged Off,debt_consolidation,SC,680
140677110,8000, 36 months,7.84,A,A4,Commercial sales manager ,2 years,RENT,35000,18-Sep,Current,credit_card,CA,730
66270565,35000, 60 months,12.59,C,C2,County Judge,10+ years,OWN,135000,15-Dec,Current,debt_consolidation,FL,705
58300423,21000, 36 months,6.24,A,A2,admissions coordinator,1 year,MORTGAGE,58000,15-Aug,Fully Paid,debt_consolidation,IN,680
75944313,23475, 60 months,21.18,E,E3,Supervisor,10+ years,MORTGAGE,76000,16-Apr,Current,debt_consolidation,MS,680
39078393,3500, 36 months,15.99,D,D2,Supervisor,5 years,RENT,35000,15-Jan,Fully Paid,debt_consolidation,WA,680
114298847,9000, 36 months,16.02,C,C5,Supervisor,8 years,OWN,120000,17-Aug,Current,debt_consolidation,FL,700
42494899,18900, 60 months,22.99,F,F1,Property Control Coordinator,3 years,MORTGAGE,45000,15-Mar,Charged Off,debt_consolidation,FL,720
65452519,6000, 36 months,7.89,A,A5,Compliance analyst,6 years,RENT,52000,15-Nov,Fully Paid,credit_card,CA,700
79612221,7000, 36 months,7.39,A,A4,food service,8 years,MORTGAGE,46000,16-Jun,Fully Paid,debt_consolidation,VA,675
77101832,12775, 36 months,16.29,D,D1,Ass manager ,< 1 year,RENT,35500,16-Apr,Charged Off,debt_consolidation,OH,685
80530885,18000, 36 months,5.32,A,A1,Director of Community Relatiions,5 years,RENT,130000,16-Jun,Current,other,NY,740
106226149,40000, 36 months,11.44,B,B4,Funtional Analyst II,6 years,MORTGAGE,85000,17-Apr,Current,debt_consolidation,MD,695
41129181,12000, 60 months,11.53,B,B5,Manager,5 years,OWN,55000,15-Feb,Charged Off,debt_consolidation,FL,670
46114205,14000, 36 months,13.99,C,C4,Correctional Officer,< 1 year,RENT,60000,15-Apr,Fully Paid,debt_consolidation,CA,660
44866783,10000, 36 months,12.29,C,C1,Head coach,7 years,MORTGAGE,42000,15-Apr,Charged Off,credit_card,PA,685
127743694,40000, 36 months,11.99,B,B5,ceo,2 years,RENT,100000,18-Feb,Current,debt_consolidation,CA,715
113129790,5000, 36 months,9.93,B,B2,Owner,3 years,RENT,70000,17-Jul,Fully Paid,debt_consolidation,NY,820
136534326,10000, 36 months,11.06,B,B3,General Manager,6 years,MORTGAGE,65000,18-Jul,Current,credit_card,MD,680
129027817,16000, 60 months,10.42,B,B3,Staff Accountant ,9 years,MORTGAGE,45000,18-Feb,Current,credit_card,TN,685
49227640,15775, 60 months,22.99,F,F2,Department Manager,10+ years,MORTGAGE,65000,15-May,Fully Paid,debt_consolidation,SC,675
56934262,30000, 36 months,7.26,A,A4,Registered Nurse,1 year,MORTGAGE,76000,15-Aug,Fully Paid,credit_card,CT,725
68192116,12000, 60 months,21.48,E,E5,cook,10+ years,OWN,30000,15-Dec,Current,debt_consolidation,IN,675
111751509,10000, 36 months,10.91,B,B4,Voice Engineer,1 year,MORTGAGE,76000,17-Jun,Fully Paid,debt_consolidation,FL,700
48030644,10000, 36 months,9.99,B,B3,Deputy Clerk/Treasurer,8 years,MORTGAGE,100000,15-May,Fully Paid,credit_card,WI,710
67296656,6000, 36 months,11.99,C,C1,Registered nurse,2 years,RENT,90000,15-Dec,Fully Paid,debt_consolidation,CA,665
115415075,18000, 60 months,21.45,D,D5,Facilities Management Administrator,10+ years,MORTGAGE,85000,17-Aug,Current,debt_consolidation,NM,695
78358681,15000, 60 months,8.39,B,B1,Care Services Manager,1 year,MORTGAGE,57000,16-May,Charged Off,home_improvement,TX,730
49874786,14000, 60 months,17.86,D,D5,Senior Social Worker,10+ years,RENT,65000,15-Jun,Fully Paid,debt_consolidation,TX,705
55269920,5500, 36 months,9.99,B,B3,Auditor ,5 years,RENT,62500,15-Jul,Fully Paid,debt_consolidation,GA,715
55253569,8000, 36 months,9.99,B,B3,RN,6 years,RENT,65000,15-Jul,Fully Paid,debt_consolidation,NC,685
136570681,35000, 36 months,7.21,A,A3,Regional VAMC RTLS Manager,5 years,MORTGAGE,210000,18-Jul,Current,other,VA,695
81474450,10000, 36 months,6.49,A,A2,Senior Security Specialist,9 years,MORTGAGE,95343,16-Jun,Current,home_improvement,TX,705
58081593,12000, 36 months,7.89,A,A5,OWNER,6 years,MORTGAGE,60000,15-Aug,Fully Paid,credit_card,CA,735
61403314,17125, 60 months,11.53,B,B5,engineer,10+ years,MORTGAGE,92200,15-Oct,Current,debt_consolidation,NJ,670
67829517,15000, 36 months,10.64,B,B4,Utility Teller,3 years,OWN,80000,15-Dec,Fully Paid,debt_consolidation,MS,715
113545429,7200, 36 months,11.99,B,B5,Loan Officer,6 years,RENT,65000,17-Jul,In Grace Period,vacation,FL,675
138048988,15000, 36 months,6.11,A,A1,R&D Mechanical Engineer,1 year,RENT,112000,18-Aug,Current,credit_card,CO,685
102914549,6400, 36 months,5.32,A,A1,Legal Assistant,10+ years,OWN,108000,17-Apr,Current,credit_card,OH,705
78031573,35000, 60 months,25.44,F,F2,sr human resources generalist,9 years,MORTGAGE,81600,16-May,Charged Off,credit_card,NY,670
136600202,40000, 36 months,7.84,A,A4,Executive Assistant ,1 year,RENT,73000,18-Jul,Current,debt_consolidation,MD,775
111813367,17725, 60 months,16.02,C,C5,Leadman,7 years,MORTGAGE,90000,17-Jul,Current,credit_card,LA,680
45494871,8000, 36 months,9.99,B,B3,Receptionst/Office Manager,10+ years,RENT,63000,15-Apr,Fully Paid,debt_consolidation,CA,660
137066539,3500, 36 months,10.08,B,B1,Service Operator,< 1 year,RENT,23040,18-Jul,Current,credit_card,SC,685
136628941,30000, 60 months,6.11,A,A1,Director of Estate & Trust Admin,2 years,MORTGAGE,145000,18-Jul,Current,credit_card,NY,710
109035598,35000, 36 months,10.42,B,B3,ACM MGR,1 year,MORTGAGE,98000,17-May,Current,debt_consolidation,NY,685
79250321,15000, 36 months,9.16,B,B2,Regional Manager,2 years,RENT,85000,16-May,Fully Paid,credit_card,FL,670
113599758,8000, 36 months,15.05,C,C4,Manager,10+ years,MORTGAGE,85000,17-Jul,Fully Paid,vacation,CA,675
75210238,25000, 36 months,6.97,A,A3,Director of Human Resources,4 years,RENT,91000,16-Mar,Fully Paid,debt_consolidation,WI,720
58360142,16000, 36 months,13.33,C,C3,Mam3,10+ years,MORTGAGE,85000,15-Aug,Fully Paid,credit_card,FL,665
39681915,4000, 36 months,13.66,C,C3,TAX AGENT,8 years,RENT,55000,15-Jan,Fully Paid,debt_consolidation,NY,660
75558125,19200, 36 months,15.31,C,C5,Account Executive,9 years,MORTGAGE,105000,16-Mar,Fully Paid,debt_consolidation,LA,665
40941227,26500, 36 months,9.17,B,B2,HR Administrator,2 years,RENT,56500,15-Feb,Fully Paid,credit_card,CA,675
42504759,5300, 36 months,14.65,C,C5,Staff Accountant,2 years,MORTGAGE,32500,15-Mar,Fully Paid,other,IL,770
38566143,24000, 60 months,15.59,D,D1,Journeyman Lineman,10+ years,MORTGAGE,100000,15-Jan,Fully Paid,debt_consolidation,OK,685
75315825,26000, 36 months,7.39,A,A4,utility ,2 years,MORTGAGE,65000,16-Mar,Charged Off,credit_card,MI,720
129682402,12000, 36 months,14.07,C,C3,Project Manager,3 years,MORTGAGE,125000,18-Mar,Fully Paid,debt_consolidation,GA,705
38544687,16000, 60 months,16.49,D,D3,Deputy jailor,3 years,RENT,39000,15-Jan,Charged Off,credit_card,TN,690
52301261,13675, 36 months,9.17,B,B2,Nurse Practitioner,10+ years,MORTGAGE,92000,15-Jun,Fully Paid,credit_card,MO,720
57648221,35000, 60 months,13.99,C,C4,Attorney,< 1 year,MORTGAGE,139600,15-Aug,Fully Paid,debt_consolidation,IL,670
113096856,20000, 60 months,12.62,C,C1,Agent,< 1 year,MORTGAGE,88000,17-Jul,Current,debt_consolidation,CA,710
140080606,3000, 36 months,26.31,E,E4,Project Warehouse Coordinator,5 years,MORTGAGE,69000,18-Sep,Current,other,IL,685
57883488,35000, 60 months,15.61,D,D1,Vice President,5 years,MORTGAGE,110000,15-Aug,Charged Off,credit_card,IL,670
114064148,30000, 36 months,17.09,D,D1,Technical Director,5 years,RENT,92000,17-Jul,Current,house,VA,705
139974668,25850, 36 months,22.35,D,D5,Construction Lead,3 years,OWN,120000,18-Sep,Current,credit_card,IN,665
118263247,38500, 60 months,16.02,C,C5,Councilmember,10+ years,RENT,149500,17-Sep,Current,debt_consolidation,NY,700
54027577,18000, 36 months,6.89,A,A3,registered nurse,10+ years,MORTGAGE,82000,15-Jul,Fully Paid,debt_consolidation,OH,690
129231570,12000, 36 months,21.85,D,D5,Shift leader/Expo,3 years,RENT,32000,18-Feb,Current,debt_consolidation,AZ,695
47561238,35000, 36 months,17.57,D,D4,"Vice President, Creative Director",1 year,RENT,200000,15-May,Fully Paid,small_business,NY,685
137524036,12000, 60 months,10.08,B,B1,Public Education Specialist,10+ years,MORTGAGE,48000,18-Jul,Current,home_improvement,GA,730
117911209,30000, 60 months,9.93,B,B2,Branch Manager,6 years,OWN,210000,17-Sep,Charged Off,other,NJ,740
40353852,10200, 60 months,13.66,C,C3,hair stylist,10+ years,MORTGAGE,36000,15-Feb,Fully Paid,debt_consolidation,TX,685
48202322,22000, 36 months,13.33,C,C3,merchandising manager,2 years,OWN,58000,15-May,Fully Paid,credit_card,NY,710
62106109,25000, 60 months,8.18,B,B1,Territory maager,10+ years,MORTGAGE,78000,15-Oct,Fully Paid,major_purchase,GA,750
115422975,32000, 60 months,30.17,F,F3,Owner,2 years,MORTGAGE,167000,17-Sep,Fully Paid,credit_card,TX,680
60296374,18000, 60 months,12.29,C,C1,Foreman,1 year,MORTGAGE,82000,15-Sep,Fully Paid,car,GA,710
59412872,20000, 36 months,6.24,A,A2,Admin assistant,10+ years,MORTGAGE,40000,15-Sep,Fully Paid,credit_card,IN,745
129738450,40000, 36 months,5.31,A,A1,Travel Agent,10+ years,RENT,5700,18-Mar,Fully Paid,debt_consolidation,MT,755
51116086,15000, 60 months,23.99,F,F3,Adjuster,7 years,MORTGAGE,92000,15-Jun,Fully Paid,debt_consolidation,FL,660
140745011,15000, 36 months,14.47,C,C2,Developmental specialist 3,4 years,MORTGAGE,55000,18-Sep,Current,home_improvement,NV,740
66640457,6000, 36 months,9.17,B,B2,Property Manager,10+ years,OWN,50000,15-Dec,Fully Paid,debt_consolidation,MA,735
63244241,8000, 36 months,9.99,B,B3,Production Supervisor ,10+ years,OWN,55000,15-Oct,Fully Paid,debt_consolidation,IN,670
78809372,7000, 36 months,10.75,B,B4,Branch manager,4 years,OWN,60000,16-May,Fully Paid,debt_consolidation,MI,665
75718557,35000, 60 months,10.75,B,B4,ceo/president,< 1 year,RENT,325000,16-May,Current,debt_consolidation,CA,705
65914919,25000, 36 months,10.64,B,B4,Executive Assistant to the Dean,< 1 year,RENT,65000,15-Dec,Fully Paid,debt_consolidation,CA,660
109656503,8400, 36 months,7.97,A,A5,Press room manager,10+ years,MORTGAGE,40000,17-Jun,Fully Paid,credit_card,DE,695
57195081,30000, 60 months,15.61,D,D1,Pharmacists,2 years,MORTGAGE,146000,15-Jul,Fully Paid,home_improvement,PA,700
48545796,10000, 36 months,8.18,B,B1,MRO Administrative Specialist,4 years,MORTGAGE,86262,15-May,Charged Off,home_improvement,MO,660
62043398,12000, 36 months,10.99,B,B4,International Marketing ,2 years,MORTGAGE,75000,15-Oct,Fully Paid,debt_consolidation,PA,665
139206664,20400, 60 months,12.73,B,B5,Payroll implementation,10+ years,RENT,66000,18-Sep,Current,debt_consolidation,TX,710
74371315,21000, 60 months,16.29,D,D1,Store Support Analyst,10+ years,MORTGAGE,58000,16-Mar,Fully Paid,other,VA,710
126636715,16000, 60 months,23.88,E,E2,Team Leader ,10+ years,MORTGAGE,49400,18-Jan,Fully Paid,debt_consolidation,NC,675
109973777,25000, 60 months,15.05,C,C4,RN,5 years,MORTGAGE,70000,17-May,Fully Paid,debt_consolidation,TX,710
46832182,15600, 36 months,7.89,A,A5,Program Director,1 year,RENT,50000,15-Apr,Fully Paid,debt_consolidation,MD,765
83273033,10000, 60 months,21.49,D,D5,Supervisor,10+ years,MORTGAGE,115000,16-Jun,Fully Paid,credit_card,MD,675
124828048,15000, 60 months,17.09,D,D1,batchman,6 years,OWN,71000,18-Jan,Current,home_improvement,TX,675
39751389,10000, 36 months,9.49,B,B2,receptionist,2 years,RENT,37000,15-Jan,Charged Off,credit_card,MA,685
104233651,5600, 36 months,8.24,B,B1,Admin. Project Analyst,7 years,RENT,56000,17-Apr,Current,debt_consolidation,VA,680
135207122,12000, 36 months,5.31,A,A1,Registered nurse,< 1 year,MORTGAGE,80000,18-Jul,Current,credit_card,WA,740
44006440,8400, 36 months,13.33,C,C3,COURT PROCESS CLERK,1 year,OWN,20102,15-Apr,Fully Paid,debt_consolidation,FL,700
63360006,20000, 36 months,7.26,A,A4,Fire Captain/paramedic,10+ years,RENT,100000,15-Nov,Fully Paid,car,CA,810
64370340,25000, 36 months,16.55,D,D2,Bartender ,10+ years,MORTGAGE,60000,15-Nov,Fully Paid,home_improvement,TX,695
75112341,6800, 36 months,17.27,D,D2,Picker,5 years,RENT,28000,16-Mar,Fully Paid,credit_card,PA,670
129591509,20000, 36 months,6.07,A,A2,Telecommunications Analyst,3 years,MORTGAGE,92000,18-Mar,Current,home_improvement,TX,725
137204022,10000, 36 months,7.21,A,A3,Teacher,3 years,RENT,55000,18-Jul,Current,major_purchase,TX,735
77230129,5600, 36 months,10.75,B,B4,Platoon Leader,6 years,RENT,22000,16-May,Current,debt_consolidation,VA,670
57649919,24750, 36 months,16.99,D,D3,Investment analyst ,< 1 year,RENT,55000,15-Sep,Fully Paid,debt_consolidation,IL,700
76915493,3500, 36 months,8.39,B,B1,Facility Coordinator,10+ years,MORTGAGE,50000,16-Apr,Fully Paid,home_improvement,NJ,725
113202602,12000, 36 months,7.21,A,A3,Biomed Tech. III,10+ years,RENT,63500,17-Jul,Current,credit_card,CA,690
62176244,6375, 36 months,9.17,B,B2,Teacher,8 years,MORTGAGE,71000,15-Oct,Fully Paid,debt_consolidation,CA,705
38212824,3000, 36 months,18.54,E,E1,Janitor,4 years,RENT,22000,15-Jan,Fully Paid,debt_consolidation,MI,665
138404527,22000, 36 months,7.84,A,A4,Marketing Project Manager,7 years,MORTGAGE,82000,18-Sep,Current,debt_consolidation,WA,720
136397116,10000, 60 months,13.56,C,C1,Advisor ,3 years,RENT,61000,18-Jul,Current,debt_consolidation,AR,730
130354989,25000, 36 months,16.01,C,C5,Special education teacher,10+ years,RENT,100000,18-Mar,Current,credit_card,CA,660
55139140,12000, 36 months,10.99,B,B4,Store Manager,2 years,RENT,50000,15-Jul,Fully Paid,debt_consolidation,FL,670
106095748,15000, 36 months,11.39,B,B3,Facilities Manager,10+ years,RENT,75000,17-May,Current,debt_consolidation,FL,700
140763189,30000, 36 months,7.21,A,A3,Team Leader,< 1 year,MORTGAGE,52000,18-Sep,Current,debt_consolidation,FL,725
55524109,15000, 60 months,12.69,C,C2,Commercial Loan Documentation Specialist,10+ years,RENT,35712,15-Jul,Fully Paid,credit_card,MI,690
127587398,12000, 60 months,20,D,D4,Office Manager,5 years,RENT,94600,18-Jan,Charged Off,major_purchase,CA,755
43225961,2775, 36 months,21.67,E,E5,Healthy Homes Investigator,10+ years,MORTGAGE,52000,15-Mar,Fully Paid,debt_consolidation,VT,680
140956888,35000, 60 months,10.47,B,B2,Product Manager,7 years,RENT,92000,18-Sep,Current,debt_consolidation,IL,730
129538419,20000, 60 months,11.98,B,B5,Director,10+ years,MORTGAGE,220000,18-Mar,Current,home_improvement,CT,720
59301633,20000, 60 months,13.99,C,C4,Driver Coordinator,3 years,RENT,55000,15-Sep,Current,credit_card,OH,675
54334237,10000, 36 months,6.89,A,A3,AREA MANAGER,5 years,MORTGAGE,80000,15-Jul,Fully Paid,credit_card,TX,740
138106666,15000, 60 months,12.73,B,B5,Supervisor,5 years,RENT,75000,18-Aug,Current,debt_consolidation,CA,800
75185202,24000, 36 months,6.97,A,A3,Flight attendant,10+ years,RENT,75000,16-Mar,Charged Off,debt_consolidation,TX,675
48535105,13000, 36 months,13.33,C,C3,Health Plan Rep,5 years,RENT,50000,15-May,Fully Paid,debt_consolidation,CA,670
107046846,3600, 36 months,7.49,A,A4,Wholesale,4 years,OWN,45000,17-Apr,Current,debt_consolidation,MA,715
66471184,10000, 60 months,8.38,B,B1,Accountant,2 years,RENT,55000,15-Dec,Fully Paid,major_purchase,CA,770
129043376,24000, 36 months,6.72,A,A3,Applications Analyst,3 years,RENT,95000,18-Feb,Fully Paid,debt_consolidation,PA,695
129150856,21000, 36 months,6.71,A,A3,nurse,1 year,MORTGAGE,120000,18-Mar,Current,debt_consolidation,CA,705
136390103,4000, 36 months,30.84,G,G2,lead man,7 years,RENT,35000,18-Jul,Current,other,OH,700
129403490,20000, 60 months,12.61,C,C1,Conference Administrator,1 year,RENT,51000,18-Mar,Charged Off,debt_consolidation,NY,710
53454554,9000, 36 months,6.24,A,A2,teacher,8 years,MORTGAGE,55000,15-Jul,Fully Paid,home_improvement,KY,785
43985769,15000, 60 months,10.99,B,B4,Speech-Language Pathologist-Supervisor,2 years,RENT,80000,15-Apr,Late (31-120 days),credit_card,TX,690
42485337,24725, 60 months,18.84,E,E2,Accountant,3 years,MORTGAGE,49587,15-Mar,Fully Paid,debt_consolidation,AZ,660
72564557,5000, 36 months,10.75,B,B4,Director of Member & Staff Services,5 years,RENT,50000,16-Feb,Charged Off,debt_consolidation,TX,675
113446344,8000, 36 months,12.62,C,C1,Customer Service Agent,9 years,RENT,65000,17-Jul,Fully Paid,debt_consolidation,GA,665
81170204,14000, 60 months,18.99,D,D4,Patient Service Rep,10+ years,MORTGAGE,30000,16-Jun,Current,debt_consolidation,IL,700
50516331,10000, 36 months,9.17,B,B2,Spanish teacher,3 years,RENT,41000,15-Jun,Fully Paid,debt_consolidation,NC,680
67308626,35000, 60 months,12.59,C,C2,Commercial lender,< 1 year,MORTGAGE,148000,15-Dec,Fully Paid,credit_card,PA,690
137420416,14000, 60 months,16.91,C,C5,Ophthalmic Imaging Technician,8 years,RENT,41500,18-Aug,Current,credit_card,NC,675
75321564,12800, 36 months,11.47,B,B5,Police officer ,10+ years,RENT,90000,16-Mar,Fully Paid,debt_consolidation,HI,740
83767579,1500, 36 months,10.99,B,B4,Supervisor,3 years,RENT,37500,16-Jun,Fully Paid,debt_consolidation,CA,715
111091479,35000, 36 months,7.35,A,A4,Teacher,1 year,MORTGAGE,71000,17-Jun,Fully Paid,debt_consolidation,VA,765
78268576,30000, 36 months,11.99,C,C1,Fellow physician,< 1 year,RENT,100000,16-Apr,Fully Paid,debt_consolidation,MI,720
115689155,25000, 60 months,20,D,D4,Police Officer,10+ years,OWN,83000,17-Aug,Fully Paid,debt_consolidation,PA,670
137435092,25000, 60 months,27.27,E,E5,HR business partner II,4 years,RENT,61818,18-Jul,Current,debt_consolidation,TX,680
127976278,19000, 36 months,14.08,C,C3,ER Nurse,1 year,MORTGAGE,51000,18-Jan,Current,debt_consolidation,SC,730
128062425,10000, 36 months,10.91,B,B4,Regional Sales Manager,2 years,MORTGAGE,175000,18-Feb,Current,home_improvement,AL,695
76021387,24000, 60 months,6.97,A,A3,Applications Specialist,1 year,MORTGAGE,98000,16-Mar,Fully Paid,vacation,GA,775
106436936,9600, 36 months,7.49,A,A4,Manager,10+ years,MORTGAGE,107504,17-Apr,Current,debt_consolidation,NV,715
126764706,12000, 36 months,9.44,B,B1,Director of Development,< 1 year,RENT,92000,18-Jan,Current,credit_card,IL,660
63702624,25000, 60 months,18.2,E,E1,Info Security Analyst,4 years,OWN,105000,15-Nov,Fully Paid,debt_consolidation,AZ,690
74011472,8000, 36 months,8.39,B,B1,Authorization Rep,4 years,MORTGAGE,30000,16-Mar,Fully Paid,home_improvement,CO,665
137425421,20000, 60 months,12.73,B,B5,Desktop Technician,2 years,RENT,81000,18-Jul,Current,debt_consolidation,NJ,665
105669907,15000, 36 months,8.24,B,B1,CEO ,2 years,OWN,75000,17-Apr,Current,credit_card,CA,740
77961705,10000, 60 months,16.29,D,D1,Science Teacher,10+ years,RENT,44000,16-Jun,Current,debt_consolidation,NJ,680
48615784,24000, 60 months,17.57,D,D4,Dockbuilder 1556,6 years,RENT,100000,15-May,Charged Off,home_improvement,NJ,675
129067980,24350, 36 months,20,D,D4,sales,10+ years,OWN,80600,18-Feb,Current,debt_consolidation,MN,735
137633933,6000, 36 months,14.47,C,C2,Assistant Director - Technical Research,10+ years,RENT,130000,18-Aug,Current,moving,NY,700
130135183,12500, 60 months,7.96,A,A5,Account Manager,1 year,OWN,57000,18-Mar,Current,credit_card,TX,740
68476512,8000, 36 months,6.99,A,A3,Registered Nurse ,1 year,MORTGAGE,80000,15-Dec,Fully Paid,credit_card,PA,740
63144610,7000, 36 months,11.53,B,B5,heavy equipment operator ,3 years,RENT,65000,15-Oct,Fully Paid,debt_consolidation,NV,675
63958371,30000, 60 months,13.18,C,C3,Economic Development Specialist,10+ years,MORTGAGE,86574,15-Nov,Current,credit_card,MO,700
76294341,10000, 36 months,8.39,B,B1,Senior Associate ,6 years,RENT,53000,16-Apr,Fully Paid,credit_card,IL,675
115208572,8000, 36 months,23.88,E,E2,Corrections officer,3 years,RENT,50000,17-Aug,Fully Paid,debt_consolidation,OH,660
106326684,18000, 36 months,8.24,B,B1,Consultant,< 1 year,RENT,180000,17-Apr,Current,credit_card,NC,720
65844348,9300, 36 months,16.55,D,D2,Senior Employee Relations Officer,< 1 year,MORTGAGE,105404,15-Dec,Fully Paid,debt_consolidation,MD,685
139555841,22000, 60 months,12.73,B,B5,Assistant Terminal Manager ,10+ years,RENT,75000,18-Sep,Current,debt_consolidation,NJ,780
139186284,15600, 60 months,14.47,C,C2,Engineer,2 years,RENT,71000,18-Aug,Current,credit_card,FL,680
129074643,20000, 36 months,7.97,A,A5,Technical Account Manager,6 years,MORTGAGE,75000,18-Feb,Current,home_improvement,FL,710
44755236,11500, 60 months,11.53,B,B5,Draft Beer Specialist,< 1 year,RENT,52000,15-Apr,Fully Paid,debt_consolidation,CA,695
55121323,20000, 36 months,14.65,C,C5,Maintenance,10+ years,RENT,57000,15-Jul,Fully Paid,debt_consolidation,CA,665
117241889,11200, 60 months,17.09,D,D1,Medical Assistant,< 1 year,OWN,36000,17-Sep,Current,debt_consolidation,NJ,670
112989795,28800, 36 months,5.32,A,A1,Manager,10+ years,MORTGAGE,180000,17-Jul,Current,home_improvement,PA,780
60771540,16000, 36 months,10.99,B,B4,Crew Leader,3 years,RENT,63000,15-Sep,Fully Paid,credit_card,CA,680
59259501,15000, 60 months,18.25,E,E1,Project Coordinator,2 years,RENT,43000,15-Aug,Current,debt_consolidation,GA,700
118118862,10000, 36 months,23.88,E,E2,Driver,10+ years,RENT,44200,17-Sep,Current,debt_consolidation,NH,660
72694511,18200, 36 months,10.75,B,B4,Assistant manager,10+ years,OWN,64000,16-Feb,Charged Off,debt_consolidation,NY,675
57883778,13000, 36 months,13.33,C,C3,Maintenance,10+ years,MORTGAGE,54000,15-Aug,Fully Paid,credit_card,NC,665
57764004,28000, 36 months,6.89,A,A3,delivery driver,10+ years,RENT,80000,15-Aug,Fully Paid,credit_card,CT,710
127053202,16000, 60 months,18.06,D,D2,Production Manager,10+ years,MORTGAGE,110000,18-Jan,Current,debt_consolidation,NC,700
65683018,6000, 36 months,12.59,C,C2,legal assistant ,1 year,MORTGAGE,47500,15-Dec,Fully Paid,debt_consolidation,WI,705
138583263,12000, 60 months,10.47,B,B2,Computer ordering ,8 years,RENT,44000,18-Sep,Current,credit_card,CT,720
136970032,36700, 60 months,15.02,C,C3,Pharmacist,2 years,MORTGAGE,120000,18-Aug,Current,debt_consolidation,AZ,725
47979186,12000, 60 months,14.65,C,C5,Driver,10+ years,MORTGAGE,50000,15-May,Fully Paid,home_improvement,MI,695
127178376,18000, 36 months,6.72,A,A3,Director of Nursing ,10+ years,MORTGAGE,86000,18-Jan,Current,debt_consolidation,IN,785
63347021,15000, 36 months,10.99,B,B4,Teacher,3 years,RENT,90000,15-Oct,Charged Off,credit_card,CA,680
114227841,10000, 36 months,9.93,B,B2,retail,10+ years,OWN,75000,17-Aug,Current,home_improvement,CA,685
39541478,6400, 36 months,10.49,B,B3,Construction Worker,10+ years,OWN,38000,15-Feb,Fully Paid,debt_consolidation,MD,680
119195074,8000, 36 months,7.07,A,A2,Account Executive,2 years,MORTGAGE,125000,17-Sep,Fully Paid,credit_card,UT,740
64781216,16000, 36 months,5.32,A,A1,Athletic Trainer/ teacher,10+ years,MORTGAGE,98000,15-Nov,Fully Paid,credit_card,VA,750
108074468,35000, 36 months,7.97,A,A5,Physician,1 year,RENT,385000,17-May,Fully Paid,small_business,TX,660
111070165,13000, 36 months,15.05,C,C4,Firefighter,10+ years,RENT,110000,17-Jun,Charged Off,debt_consolidation,CA,660
75102688,10000, 36 months,8.39,B,B1,Engineer tech,1 year,RENT,65000,16-Mar,Fully Paid,credit_card,CA,680
113952270,35000, 60 months,17.09,D,D1,Vice President of Business Development,2 years,MORTGAGE,142000,17-Jul,Current,credit_card,WA,710
75325376,17500, 36 months,6.97,A,A3,Admin,10+ years,MORTGAGE,55000,16-Mar,Current,debt_consolidation,LA,760
46814464,20000, 60 months,14.65,C,C5,Program Director,10+ years,MORTGAGE,80000,15-Apr,Fully Paid,debt_consolidation,LA,660
107072755,7275, 36 months,12.74,C,C1,Practice Coordinator,2 years,MORTGAGE,44782,17-Apr,Fully Paid,debt_consolidation,CA,670
81701147,2800, 36 months,23.99,E,E2,Engineering Tech,10+ years,MORTGAGE,42000,16-Jun,Fully Paid,debt_consolidation,AL,695
44017142,15000, 36 months,12.69,C,C2,music director,10+ years,RENT,76000,15-Apr,Fully Paid,debt_consolidation,CA,710
67398705,35000, 60 months,12.59,C,C2,PMO,8 years,MORTGAGE,180000,15-Dec,Fully Paid,debt_consolidation,NE,705
46672289,14000, 36 months,8.18,B,B1,Childcare Director,9 years,MORTGAGE,50000,15-Apr,Charged Off,credit_card,MA,725
130077126,7000, 36 months,7.34,A,A4,Sales,10+ years,RENT,55000,18-Mar,Current,debt_consolidation,TX,740
140840732,35000, 36 months,30.94,G,G4,Privacy Analyst Manager ,1 year,MORTGAGE,172000,18-Sep,Current,debt_consolidation,OR,670
55260345,19000, 36 months,8.18,B,B1,Human Resource Manager,10+ years,MORTGAGE,109000,15-Jul,Fully Paid,debt_consolidation,NC,660
67298610,7500, 36 months,6.89,A,A3,VP Finance and IT,1 year,RENT,190000,15-Dec,Fully Paid,car,NC,690
126520872,10000, 60 months,20,D,D4,cashier,8 years,RENT,28000,18-Jan,Current,credit_card,FL,680
119963398,15000, 36 months,10.42,B,B3,Supervisor,10+ years,MORTGAGE,38000,17-Sep,Current,debt_consolidation,FL,785
129005000,9000, 36 months,6.72,A,A3,Lead Signal,6 years,OWN,50000,18-Feb,Fully Paid,home_improvement,KY,725
