,id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
737506,76618788,28800.0, 60 months,18.99,D,D4,,,MORTGAGE,60000.0,Apr-16,Current,other,GA,735.0
356385,40963746,12000.0, 36 months,12.69,C,C2,Associate Professor,1 year,MORTGAGE,62000.0,Mar-15,Fully Paid,debt_consolidation,UT,705.0
670314,81058411,19000.0, 60 months,8.39,B,B1,VP/GM,4 years,OWN,212000.0,Jun-16,Current,debt_consolidation,MO,720.0
997590,75557776,21000.0, 60 months,16.29,D,D1,Account Executive ,2 years,MORTGAGE,185000.0,Mar-16,Fully Paid,debt_consolidation,CT,665.0
394352,39651034,5600.0, 36 months,7.49,A,A4,Electrical Inspector,< 1 year,OWN,85000.0,Jan-15,Fully Paid,debt_consolidation,NY,685.0
294976,47582477,24000.0, 60 months,20.49,E,E4,office associates,3 years,MORTGAGE,79000.0,May-15,Fully Paid,home_improvement,MA,680.0
531412,119427381,12500.0, 36 months,16.02,C,C5,OWNER,10+ years,OWN,46000.0,Sep-17,Current,home_improvement,NY,700.0
859726,136721532,16800.0, 60 months,20.89,D,D4,Family Advocate,2 years,MORTGAGE,42000.0,Jul-18,Late (31-120 days),credit_card,MD,690.0
190409,56121027,17000.0, 36 months,12.69,C,C2,RN,6 years,MORTGAGE,130000.0,Jul-15,Fully Paid,debt_consolidation,AZ,665.0
14825,67418276,18000.0, 60 months,13.67,C,C4,Health System Specialist ,10+ years,MORTGAGE,86000.0,Dec-15,Fully Paid,debt_consolidation,VA,705.0
924333,109241470,24000.0, 36 months,7.97,A,A5,CRNP,4 years,MORTGAGE,135000.0,May-17,Current,debt_consolidation,PA,730.0
1007400,75259730,20000.0, 36 months,7.89,A,A5,Senior Electro-Mechanic,3 years,RENT,74840.0,Mar-16,Fully Paid,debt_consolidation,UT,710.0
477167,128563927,28000.0, 60 months,21.45,D,D5,Operations Support ,10+ years,MORTGAGE,99244.0,Feb-18,Current,debt_consolidation,TX,675.0
743293,76183319,25000.0, 60 months,10.75,B,B4,Counselor,3 years,MORTGAGE,45000.0,Apr-16,Current,debt_consolidation,MA,705.0
491537,127894736,5000.0, 36 months,12.62,C,C1,Specialist ,4 years,RENT,40000.0,Feb-18,Current,debt_consolidation,CT,675.0
803436,137477011,30000.0, 36 months,7.84,A,A4,Deputy Sheriff ,10+ years,MORTGAGE,80000.0,Aug-18,Current,debt_consolidation,CA,755.0
560716,118262856,35000.0, 60 months,16.02,C,C5,,,MORTGAGE,300000.0,Sep-17,Current,home_improvement,FL,720.0
1000609,75244657,1000.0, 36 months,15.31,C,C5,Cna,6 years,OWN,22000.0,Mar-16,Fully Paid,other,IN,665.0
906504,110570770,27000.0, 60 months,9.44,B,B1,PAA II,10+ years,RENT,74000.0,Jun-17,In Grace Period,debt_consolidation,NY,730.0
433106,130473314,20000.0, 36 months,9.92,B,B2,Sales,3 years,MORTGAGE,104000.0,Mar-18,Fully Paid,credit_card,CT,680.0
458998,129370936,14000.0, 36 months,19.42,D,D3,Custodian,10+ years,OWN,28000.0,Mar-18,Charged Off,major_purchase,MI,680.0
697579,79141827,18000.0, 36 months,5.32,A,A1,EVS Aide,10+ years,MORTGAGE,85000.0,May-16,Fully Paid,credit_card,CA,685.0
979783,104320606,6000.0, 36 months,11.49,B,B5,Associate,< 1 year,RENT,35000.0,Apr-17,Fully Paid,credit_card,NY,720.0
231389,54219330,12000.0, 36 months,13.33,C,C3,Purchasing Agent,3 years,MORTGAGE,40000.0,Jul-15,Fully Paid,debt_consolidation,SC,670.0
802419,138735588,15000.0, 36 months,6.11,A,A1,Production Manager,1 year,RENT,38000.0,Aug-18,Current,credit_card,AZ,765.0
191549,56685040,6700.0, 36 months,7.26,A,A4,Office Manager,8 years,OWN,36000.0,Jul-15,Fully Paid,credit_card,MS,760.0
681043,79014893,12000.0, 60 months,15.31,C,C5,SERVICE MANAGER,7 years,MORTGAGE,65000.0,Jun-16,Current,credit_card,MD,675.0
354289,42434776,22400.0, 36 months,14.65,C,C5,Police Officer,10+ years,MORTGAGE,54645.0,Mar-15,Fully Paid,debt_consolidation,IN,690.0
5256,68583410,29350.0, 60 months,19.89,E,E3,Optometrist,9 years,MORTGAGE,192000.0,Dec-15,Current,debt_consolidation,MI,690.0
971531,105537146,36000.0, 60 months,7.99,A,A5,"Director, Global Rewards",1 year,MORTGAGE,175000.0,Apr-17,Fully Paid,debt_consolidation,TX,720.0
257485,51406302,12000.0, 36 months,9.17,B,B2,,,RENT,55951.65,Jun-15,Fully Paid,debt_consolidation,FL,670.0
504869,127026133,30000.0, 60 months,12.62,C,C1,Owner driver,10+ years,MORTGAGE,200000.0,Jan-18,Current,debt_consolidation,OH,765.0
110085,61443216,12000.0, 60 months,8.18,B,B1,Senior Database Administrator,2 years,RENT,125000.0,Oct-15,Fully Paid,debt_consolidation,MO,700.0
640949,111838909,10000.0, 60 months,30.89,G,G3,sales manager,8 years,RENT,70000.0,Jul-17,Charged Off,other,CA,670.0
635421,113069933,24000.0, 60 months,9.93,B,B2,ironworker,10+ years,MORTGAGE,80000.0,Jul-17,Fully Paid,debt_consolidation,NV,715.0
205073,56107787,3725.0, 36 months,14.65,C,C5,branch manager,7 years,MORTGAGE,40933.56,Aug-15,Fully Paid,debt_consolidation,OK,705.0
987291,75799359,10000.0, 60 months,13.67,C,C3,,,MORTGAGE,35604.0,Mar-16,Current,credit_card,WI,675.0
318435,43529603,24000.0, 36 months,10.99,B,B4,mechanic,10+ years,MORTGAGE,98000.0,Apr-15,Fully Paid,debt_consolidation,RI,660.0
696688,78739722,18000.0, 36 months,8.39,B,B1,Financial Consultant,7 years,OWN,90000.0,May-16,Current,debt_consolidation,NY,740.0
493948,127933551,12000.0, 36 months,10.42,B,B3,TEAM LEAD ,4 years,MORTGAGE,27000.0,Jan-18,Current,debt_consolidation,AZ,720.0
164094,58693798,22000.0, 36 months,13.99,C,C4,Legal Operations Manager,4 years,RENT,100000.0,Aug-15,Fully Paid,debt_consolidation,NY,660.0
351281,42383244,8650.0, 36 months,12.69,C,C2,VP of sales,2 years,RENT,201000.0,Mar-15,Charged Off,debt_consolidation,TX,665.0
534572,120015294,4050.0, 36 months,13.59,C,C2,Office Clerk,3 years,RENT,35600.0,Sep-17,Fully Paid,credit_card,PA,670.0
140654,60575290,14150.0, 60 months,24.99,F,F4,Accountant for Accounts Payable,10+ years,MORTGAGE,33000.0,Sep-15,Fully Paid,debt_consolidation,AR,695.0
845498,136530433,15500.0, 36 months,11.55,B,B4,Rn,2 years,RENT,70000.0,Jul-18,Current,credit_card,FL,660.0
726605,77121790,4000.0, 36 months,7.89,A,A5,driver ,10+ years,MORTGAGE,55000.0,Apr-16,Fully Paid,other,NM,660.0
320308,45664411,9000.0, 36 months,11.53,B,B5,Sales,2 years,MORTGAGE,130000.0,Apr-15,Fully Paid,credit_card,IN,675.0
355128,40991628,35000.0, 60 months,12.29,C,C1,Manager Benefits & HR Services,8 years,OWN,80000.0,Mar-15,Fully Paid,debt_consolidation,NC,730.0
82016,63389550,13200.0, 60 months,12.69,C,C2,Boss /driver,3 years,MORTGAGE,65000.0,Oct-15,Current,home_improvement,MI,665.0
476273,128692261,8500.0, 36 months,7.97,A,A5,Office Manager,2 years,MORTGAGE,38000.0,Feb-18,Current,debt_consolidation,FL,750.0
659010,82297454,12000.0, 36 months,7.59,A,A3,nurse,< 1 year,RENT,80000.0,Jun-16,Current,other,MD,770.0
678363,79712458,24000.0, 36 months,7.39,A,A4,Executive Director,1 year,RENT,210000.0,Jun-16,Current,debt_consolidation,CA,725.0
734973,76894727,7000.0, 36 months,5.32,A,A1,Controller,5 years,MORTGAGE,99000.0,Apr-16,Fully Paid,debt_consolidation,IN,765.0
292205,48050555,13600.0, 36 months,6.92,A,A4,Pharmacist,10+ years,MORTGAGE,200000.0,May-15,Fully Paid,credit_card,WV,705.0
174471,57754519,35000.0, 36 months,13.33,C,C3,Nurse Practitioner,2 years,MORTGAGE,102000.0,Aug-15,Fully Paid,credit_card,IL,695.0
705089,78299445,25075.0, 36 months,13.67,C,C3,Vice President,10+ years,RENT,134800.0,May-16,Charged Off,debt_consolidation,SC,680.0
760891,140677110,8000.0, 36 months,7.84,A,A4,Commercial sales manager ,2 years,RENT,35000.0,Sep-18,Current,credit_card,CA,730.0
35565,66270565,35000.0, 60 months,12.59,C,C2,County Judge,10+ years,OWN,135000.0,Dec-15,Current,debt_consolidation,FL,705.0
170116,58300423,21000.0, 36 months,6.24,A,A2,admissions coordinator,1 year,MORTGAGE,58000.0,Aug-15,Fully Paid,debt_consolidation,IN,680.0
748474,75944313,23475.0, 60 months,21.18,E,E3,Supervisor,10+ years,MORTGAGE,76000.0,Apr-16,Current,debt_consolidation,MS,680.0
402579,39078393,3500.0, 36 months,15.99,D,D2,Supervisor,5 years,RENT,35000.0,Jan-15,Fully Paid,debt_consolidation,WA,680.0
600735,114298847,9000.0, 36 months,16.02,C,C5,Supervisor,8 years,OWN,120000.0,Aug-17,Current,debt_consolidation,FL,700.0
351279,42494899,18900.0, 60 months,22.99,F,F1,Property Control Coordinator,3 years,MORTGAGE,45000.0,Mar-15,Charged Off,debt_consolidation,FL,720.0
60987,65452519,6000.0, 36 months,7.89,A,A5,Compliance analyst,6 years,RENT,52000.0,Nov-15,Fully Paid,credit_card,CA,700.0
678601,79612221,7000.0, 36 months,7.39,A,A4,food service,8 years,MORTGAGE,46000.0,Jun-16,Fully Paid,debt_consolidation,VA,675.0
726500,77101832,12775.0, 36 months,16.29,D,D1,Ass manager ,< 1 year,RENT,35500.0,Apr-16,Charged Off,debt_consolidation,OH,685.0
669513,80530885,18000.0, 36 months,5.32,A,A1,Director of Community Relatiions,5 years,RENT,130000.0,Jun-16,Current,other,NY,740.0
956932,106226149,40000.0, 36 months,11.44,B,B4,Funtional Analyst II,6 years,MORTGAGE,85000.0,Apr-17,Current,debt_consolidation,MD,695.0
375060,41129181,12000.0, 60 months,11.53,B,B5,Manager,5 years,OWN,55000.0,Feb-15,Charged Off,debt_consolidation,FL,670.0
319217,46114205,14000.0, 36 months,13.99,C,C4,Correctional Officer,< 1 year,RENT,60000.0,Apr-15,Fully Paid,debt_consolidation,CA,660.0
323540,44866783,10000.0, 36 months,12.29,C,C1,Head coach,7 years,MORTGAGE,42000.0,Apr-15,Charged Off,credit_card,PA,685.0
477605,127743694,40000.0, 36 months,11.99,B,B5,ceo,2 years,RENT,100000.0,Feb-18,Current,debt_consolidation,CA,715.0
629944,113129790,5000.0, 36 months,9.93,B,B2,Owner,3 years,RENT,70000.0,Jul-17,Fully Paid,debt_consolidation,NY,820.0
864420,136534326,10000.0, 36 months,11.06,B,B3,General Manager,6 years,MORTGAGE,65000.0,Jul-18,Current,credit_card,MD,680.0
471235,129027817,16000.0, 60 months,10.42,B,B3,Staff Accountant ,9 years,MORTGAGE,45000.0,Feb-18,Current,credit_card,TN,685.0
279840,49227640,15775.0, 60 months,22.99,F,F2,Department Manager,10+ years,MORTGAGE,65000.0,May-15,Fully Paid,debt_consolidation,SC,675.0
185382,56934262,30000.0, 36 months,7.26,A,A4,Registered Nurse,1 year,MORTGAGE,76000.0,Aug-15,Fully Paid,credit_card,CT,725.0
1493,68192116,12000.0, 60 months,21.48,E,E5,cook,10+ years,OWN,30000.0,Dec-15,Current,debt_consolidation,IN,675.0
883757,111751509,10000.0, 36 months,10.91,B,B4,Voice Engineer,1 year,MORTGAGE,76000.0,Jun-17,Fully Paid,debt_consolidation,FL,700.0
292648,48030644,10000.0, 36 months,9.99,B,B3,Deputy Clerk/Treasurer,8 years,MORTGAGE,100000.0,May-15,Fully Paid,credit_card,WI,710.0
16922,67296656,6000.0, 36 months,11.99,C,C1,Registered nurse,2 years,RENT,90000.0,Dec-15,Fully Paid,debt_consolidation,CA,665.0
597712,115415075,18000.0, 60 months,21.45,D,D5,Facilities Management Administrator,10+ years,MORTGAGE,85000.0,Aug-17,Current,debt_consolidation,NM,695.0
701898,78358681,15000.0, 60 months,8.39,B,B1,Care Services Manager,1 year,MORTGAGE,57000.0,May-16,Charged Off,home_improvement,TX,730.0
268093,49874786,14000.0, 60 months,17.86,D,D5,Senior Social Worker,10+ years,RENT,65000.0,Jun-15,Fully Paid,debt_consolidation,TX,705.0
219425,55269920,5500.0, 36 months,9.99,B,B3,Auditor ,5 years,RENT,62500.0,Jul-15,Fully Paid,debt_consolidation,GA,715.0
217027,55253569,8000.0, 36 months,9.99,B,B3,RN,6 years,RENT,65000.0,Jul-15,Fully Paid,debt_consolidation,NC,685.0
858355,136570681,35000.0, 36 months,7.21,A,A3,Regional VAMC RTLS Manager,5 years,MORTGAGE,210000.0,Jul-18,Current,other,VA,695.0
665206,81474450,10000.0, 36 months,6.49,A,A2,Senior Security Specialist,9 years,MORTGAGE,95343.0,Jun-16,Current,home_improvement,TX,705.0
171007,58081593,12000.0, 36 months,7.89,A,A5,OWNER,6 years,MORTGAGE,60000.0,Aug-15,Fully Paid,credit_card,CA,735.0
112355,61403314,17125.0, 60 months,11.53,B,B5,engineer,10+ years,MORTGAGE,92200.0,Oct-15,Current,debt_consolidation,NJ,670.0
8363,67829517,15000.0, 36 months,10.64,B,B4,Utility Teller,3 years,OWN,80000.0,Dec-15,Fully Paid,debt_consolidation,MS,715.0
625450,113545429,7200.0, 36 months,11.99,B,B5,Loan Officer,6 years,RENT,65000.0,Jul-17,In Grace Period,vacation,FL,675.0
825658,138048988,15000.0, 36 months,6.11,A,A1,R&D Mechanical Engineer,1 year,RENT,112000.0,Aug-18,Current,credit_card,CO,685.0
968691,102914549,6400.0, 36 months,5.32,A,A1,Legal Assistant,10+ years,OWN,108000.0,Apr-17,Current,credit_card,OH,705.0
688449,78031573,35000.0, 60 months,25.44,F,F2,sr human resources generalist,9 years,MORTGAGE,81600.0,May-16,Charged Off,credit_card,NY,670.0
862269,136600202,40000.0, 36 months,7.84,A,A4,Executive Assistant ,1 year,RENT,73000.0,Jul-18,Current,debt_consolidation,MD,775.0
641251,111813367,17725.0, 60 months,16.02,C,C5,Leadman,7 years,MORTGAGE,90000.0,Jul-17,Current,credit_card,LA,680.0
322138,45494871,8000.0, 36 months,9.99,B,B3,Receptionst/Office Manager,10+ years,RENT,63000.0,Apr-15,Fully Paid,debt_consolidation,CA,660.0
853512,137066539,3500.0, 36 months,10.08,B,B1,Service Operator,< 1 year,RENT,23040.0,Jul-18,Current,credit_card,SC,685.0
855499,136628941,30000.0, 60 months,6.11,A,A1,Director of Estate & Trust Admin,2 years,MORTGAGE,145000.0,Jul-18,Current,credit_card,NY,710.0
934889,109035598,35000.0, 36 months,10.42,B,B3,ACM MGR,1 year,MORTGAGE,98000.0,May-17,Current,debt_consolidation,NY,685.0
694068,79250321,15000.0, 36 months,9.16,B,B2,Regional Manager,2 years,RENT,85000.0,May-16,Fully Paid,credit_card,FL,670.0
617438,113599758,8000.0, 36 months,15.05,C,C4,Manager,10+ years,MORTGAGE,85000.0,Jul-17,Fully Paid,vacation,CA,675.0
1006661,75210238,25000.0, 36 months,6.97,A,A3,Director of Human Resources,4 years,RENT,91000.0,Mar-16,Fully Paid,debt_consolidation,WI,720.0
170857,58360142,16000.0, 36 months,13.33,C,C3,Mam3,10+ years,MORTGAGE,85000.0,Aug-15,Fully Paid,credit_card,FL,665.0
383802,39681915,4000.0, 36 months,13.66,C,C3,TAX AGENT,8 years,RENT,55000.0,Jan-15,Fully Paid,debt_consolidation,NY,660.0
995406,75558125,19200.0, 36 months,15.31,C,C5,Account Executive,9 years,MORTGAGE,105000.0,Mar-16,Fully Paid,debt_consolidation,LA,665.0
369200,40941227,26500.0, 36 months,9.17,B,B2,HR Administrator,2 years,RENT,56500.0,Feb-15,Fully Paid,credit_card,CA,675.0
352852,42504759,5300.0, 36 months,14.65,C,C5,Staff Accountant,2 years,MORTGAGE,32500.0,Mar-15,Fully Paid,other,IL,770.0
412600,38566143,24000.0, 60 months,15.59,D,D1,Journeyman Lineman,10+ years,MORTGAGE,100000.0,Jan-15,Fully Paid,debt_consolidation,OK,685.0
1000798,75315825,26000.0, 36 months,7.39,A,A4,utility ,2 years,MORTGAGE,65000.0,Mar-16,Charged Off,credit_card,MI,720.0
528067,126417736,10000.0, 60 months,15.05,C,C4,,,MORTGAGE,73000.0,Jan-18,Late (31-120 days),home_improvement,GA,690.0
451478,129682402,12000.0, 36 months,14.07,C,C3,Project Manager,3 years,MORTGAGE,125000.0,Mar-18,Fully Paid,debt_consolidation,GA,705.0
415588,38544687,16000.0, 60 months,16.49,D,D3,Deputy jailor,3 years,RENT,39000.0,Jan-15,Charged Off,credit_card,TN,690.0
946784,102667970,4000.0, 36 months,12.74,C,C1,,,MORTGAGE,60000.0,May-17,Fully Paid,debt_consolidation,CA,665.0
246066,52301261,13675.0, 36 months,9.17,B,B2,Nurse Practitioner,10+ years,MORTGAGE,92000.0,Jun-15,Fully Paid,credit_card,MO,720.0
179662,57648221,35000.0, 60 months,13.99,C,C4,Attorney,< 1 year,MORTGAGE,139600.0,Aug-15,Fully Paid,debt_consolidation,IL,670.0
635015,113096856,20000.0, 60 months,12.62,C,C1,Agent,< 1 year,MORTGAGE,88000.0,Jul-17,Current,debt_consolidation,CA,710.0
775343,140080606,3000.0, 36 months,26.31,E,E4,Project Warehouse Coordinator,5 years,MORTGAGE,69000.0,Sep-18,Current,other,IL,685.0
170596,57883488,35000.0, 60 months,15.61,D,D1,Vice President,5 years,MORTGAGE,110000.0,Aug-15,Charged Off,credit_card,IL,670.0
613133,114064148,30000.0, 36 months,17.09,D,D1,Technical Director,5 years,RENT,92000.0,Jul-17,Current,house,VA,705.0
776337,139974668,25850.0, 36 months,22.35,D,D5,Construction Lead,3 years,OWN,120000.0,Sep-18,Current,credit_card,IN,665.0
560151,118263247,38500.0, 60 months,16.02,C,C5,Councilmember,10+ years,RENT,149500.0,Sep-17,Current,debt_consolidation,NY,700.0
233396,54027577,18000.0, 36 months,6.89,A,A3,registered nurse,10+ years,MORTGAGE,82000.0,Jul-15,Fully Paid,debt_consolidation,OH,690.0
459401,129231570,12000.0, 36 months,21.85,D,D5,Shift leader/Expo,3 years,RENT,32000.0,Feb-18,Current,debt_consolidation,AZ,695.0
295409,47561238,35000.0, 36 months,17.57,D,D4,"Vice President, Creative Director",1 year,RENT,200000.0,May-15,Fully Paid,small_business,NY,685.0
841311,137524036,12000.0, 60 months,10.08,B,B1,Public Education Specialist,10+ years,MORTGAGE,48000.0,Jul-18,Current,home_improvement,GA,730.0
552724,117911209,30000.0, 60 months,9.93,B,B2,Branch Manager,6 years,OWN,210000.0,Sep-17,Charged Off,other,NJ,740.0
380596,40353852,10200.0, 60 months,13.66,C,C3,hair stylist,10+ years,MORTGAGE,36000.0,Feb-15,Fully Paid,debt_consolidation,TX,685.0
287173,48202322,22000.0, 36 months,13.33,C,C3,merchandising manager,2 years,OWN,58000.0,May-15,Fully Paid,credit_card,NY,710.0
102307,62106109,25000.0, 60 months,8.18,B,B1,Territory maager,10+ years,MORTGAGE,78000.0,Oct-15,Fully Paid,major_purchase,GA,750.0
556689,115422975,32000.0, 60 months,30.17,F,F3,Owner,2 years,MORTGAGE,167000.0,Sep-17,Fully Paid,credit_card,TX,680.0
142743,60296374,18000.0, 60 months,12.29,C,C1,Foreman,1 year,MORTGAGE,82000.0,Sep-15,Fully Paid,car,GA,710.0
148940,59412872,20000.0, 36 months,6.24,A,A2,Admin assistant,10+ years,MORTGAGE,40000.0,Sep-15,Fully Paid,credit_card,IN,745.0
450865,129738450,40000.0, 36 months,5.31,A,A1,Travel Agent,10+ years,RENT,5700.0,Mar-18,Fully Paid,debt_consolidation,MT,755.0
256740,51116086,15000.0, 60 months,23.99,F,F3,Adjuster,7 years,MORTGAGE,92000.0,Jun-15,Fully Paid,debt_consolidation,FL,660.0
759057,140745011,15000.0, 36 months,14.47,C,C2,Developmental specialist 3,4 years,MORTGAGE,55000.0,Sep-18,Current,home_improvement,NV,740.0
33753,66640457,6000.0, 36 months,9.17,B,B2,Property Manager,10+ years,OWN,50000.0,Dec-15,Fully Paid,debt_consolidation,MA,735.0
94449,63244241,8000.0, 36 months,9.99,B,B3,Production Supervisor ,10+ years,OWN,55000.0,Oct-15,Fully Paid,debt_consolidation,IN,670.0
698721,78809372,7000.0, 36 months,10.75,B,B4,Branch manager,4 years,OWN,60000.0,May-16,Fully Paid,debt_consolidation,MI,665.0
714984,75718557,35000.0, 60 months,10.75,B,B4,ceo/president,< 1 year,RENT,325000.0,May-16,Current,debt_consolidation,CA,705.0
41140,65914919,25000.0, 36 months,10.64,B,B4,Executive Assistant to the Dean,< 1 year,RENT,65000.0,Dec-15,Fully Paid,debt_consolidation,CA,660.0
914494,109656503,8400.0, 36 months,7.97,A,A5,Press room manager,10+ years,MORTGAGE,40000.0,Jun-17,Fully Paid,credit_card,DE,695.0
185181,57195081,30000.0, 60 months,15.61,D,D1,Pharmacists,2 years,MORTGAGE,146000.0,Jul-15,Fully Paid,home_improvement,PA,700.0
283710,48545796,10000.0, 36 months,8.18,B,B1,MRO Administrative Specialist,4 years,MORTGAGE,86262.0,May-15,Charged Off,home_improvement,MO,660.0
95974,62043398,12000.0, 36 months,10.99,B,B4,International Marketing ,2 years,MORTGAGE,75000.0,Oct-15,Fully Paid,debt_consolidation,PA,665.0
782364,139206664,20400.0, 60 months,12.73,B,B5,Payroll implementation,10+ years,RENT,66000.0,Sep-18,Current,debt_consolidation,TX,710.0
1010469,74371315,21000.0, 60 months,16.29,D,D1,Store Support Analyst,10+ years,MORTGAGE,58000.0,Mar-16,Fully Paid,other,VA,710.0
519068,126636715,16000.0, 60 months,23.88,E,E2,Team Leader ,10+ years,MORTGAGE,49400.0,Jan-18,Fully Paid,debt_consolidation,NC,675.0
918580,109973777,25000.0, 60 months,15.05,C,C4,RN,5 years,MORTGAGE,70000.0,May-17,Fully Paid,debt_consolidation,TX,710.0
310144,46832182,15600.0, 36 months,7.89,A,A5,Program Director,1 year,RENT,50000.0,Apr-15,Fully Paid,debt_consolidation,MD,765.0
664262,83273033,10000.0, 60 months,21.49,D,D5,Supervisor,10+ years,MORTGAGE,115000.0,Jun-16,Fully Paid,credit_card,MD,675.0
528115,124828048,15000.0, 60 months,17.09,D,D1,batchman,6 years,OWN,71000.0,Jan-18,Current,home_improvement,TX,675.0
1044438,72595449,3000.0, 36 months,9.16,B,B2,,,RENT,23842.0,Feb-16,Fully Paid,debt_consolidation,CA,690.0
394126,39751389,10000.0, 36 months,9.49,B,B2,receptionist,2 years,RENT,37000.0,Jan-15,Charged Off,credit_card,MA,685.0
975383,104233651,5600.0, 36 months,8.24,B,B1,Admin. Project Analyst,7 years,RENT,56000.0,Apr-17,Current,debt_consolidation,VA,680.0
860577,135207122,12000.0, 36 months,5.31,A,A1,Registered nurse,< 1 year,MORTGAGE,80000.0,Jul-18,Current,credit_card,WA,740.0
335007,44006440,8400.0, 36 months,13.33,C,C3,COURT PROCESS CLERK,1 year,OWN,20102.0,Apr-15,Fully Paid,debt_consolidation,FL,700.0
73986,63360006,20000.0, 36 months,7.26,A,A4,Fire Captain/paramedic,10+ years,RENT,100000.0,Nov-15,Fully Paid,car,CA,810.0
71031,64370340,25000.0, 36 months,16.55,D,D2,Bartender ,10+ years,MORTGAGE,60000.0,Nov-15,Fully Paid,home_improvement,TX,695.0
1002357,75112341,6800.0, 36 months,17.27,D,D2,Picker,5 years,RENT,28000.0,Mar-16,Fully Paid,credit_card,PA,670.0
455318,129591509,20000.0, 36 months,6.07,A,A2,Telecommunications Analyst,3 years,MORTGAGE,92000.0,Mar-18,Current,home_improvement,TX,725.0
846979,137204022,10000.0, 36 months,7.21,A,A3,Teacher,3 years,RENT,55000.0,Jul-18,Current,major_purchase,TX,735.0
703156,77230129,5600.0, 36 months,10.75,B,B4,Platoon Leader,6 years,RENT,22000.0,May-16,Current,debt_consolidation,VA,670.0
153734,57649919,24750.0, 36 months,16.99,D,D3,Investment analyst ,< 1 year,RENT,55000.0,Sep-15,Fully Paid,debt_consolidation,IL,700.0
735322,76915493,3500.0, 36 months,8.39,B,B1,Facility Coordinator,10+ years,MORTGAGE,50000.0,Apr-16,Fully Paid,home_improvement,NJ,725.0
630870,113202602,12000.0, 36 months,7.21,A,A3,Biomed Tech. III,10+ years,RENT,63500.0,Jul-17,Current,credit_card,CA,690.0
83550,62176244,6375.0, 36 months,9.17,B,B2,Teacher,8 years,MORTGAGE,71000.0,Oct-15,Fully Paid,debt_consolidation,CA,705.0
416777,38212824,3000.0, 36 months,18.54,E,E1,Janitor,4 years,RENT,22000.0,Jan-15,Fully Paid,debt_consolidation,MI,665.0
775241,138404527,22000.0, 36 months,7.84,A,A4,Marketing Project Manager,7 years,MORTGAGE,82000.0,Sep-18,Current,debt_consolidation,WA,720.0
516723,126744010,6000.0, 36 months,7.97,A,A5,,,RENT,36051.0,Jan-18,Fully Paid,credit_card,CA,695.0
866198,136397116,10000.0, 60 months,13.56,C,C1,Advisor ,3 years,RENT,61000.0,Jul-18,Current,debt_consolidation,AR,730.0
435568,130354989,25000.0, 36 months,16.01,C,C5,Special education teacher,10+ years,RENT,100000.0,Mar-18,Current,credit_card,CA,660.0
220588,55139140,12000.0, 36 months,10.99,B,B4,Store Manager,2 years,RENT,50000.0,Jul-15,Fully Paid,debt_consolidation,FL,670.0
931345,106095748,15000.0, 36 months,11.39,B,B3,Facilities Manager,10+ years,RENT,75000.0,May-17,Current,debt_consolidation,FL,700.0
757896,140763189,30000.0, 36 months,7.21,A,A3,Team Leader,< 1 year,MORTGAGE,52000.0,Sep-18,Current,debt_consolidation,FL,725.0
211500,55524109,15000.0, 60 months,12.69,C,C2,Commercial Loan Documentation Specialist,10+ years,RENT,35712.0,Jul-15,Fully Paid,credit_card,MI,690.0
497287,127587398,12000.0, 60 months,20.0,D,D4,Office Manager,5 years,RENT,94600.0,Jan-18,Charged Off,major_purchase,CA,755.0
168899,58331105,8500.0, 36 months,13.33,C,C3,,,RENT,33849.0,Aug-15,Fully Paid,debt_consolidation,DE,685.0
345933,43225961,2775.0, 36 months,21.67,E,E5,Healthy Homes Investigator,10+ years,MORTGAGE,52000.0,Mar-15,Fully Paid,debt_consolidation,VT,680.0
583755,116866946,20000.0, 60 months,9.93,B,B2,,10+ years,MORTGAGE,165000.0,Aug-17,Current,small_business,FL,715.0
754002,140956888,35000.0, 60 months,10.47,B,B2,Product Manager,7 years,RENT,92000.0,Sep-18,Current,debt_consolidation,IL,730.0
454360,129538419,20000.0, 60 months,11.98,B,B5,Director,10+ years,MORTGAGE,220000.0,Mar-18,Current,home_improvement,CT,720.0
155559,59301633,20000.0, 60 months,13.99,C,C4,Driver Coordinator,3 years,RENT,55000.0,Sep-15,Current,credit_card,OH,675.0
214459,54334237,10000.0, 36 months,6.89,A,A3,AREA MANAGER,5 years,MORTGAGE,80000.0,Jul-15,Fully Paid,credit_card,TX,740.0
937140,106875785,7950.0, 36 months,14.99,C,C4,,,RENT,23400.0,May-17,Fully Paid,debt_consolidation,AZ,670.0
825169,138106666,15000.0, 60 months,12.73,B,B5,Supervisor,5 years,RENT,75000.0,Aug-18,Current,debt_consolidation,CA,800.0
1000553,75185202,24000.0, 36 months,6.97,A,A3,Flight attendant,10+ years,RENT,75000.0,Mar-16,Charged Off,debt_consolidation,TX,675.0
285896,48535105,13000.0, 36 months,13.33,C,C3,Health Plan Rep,5 years,RENT,50000.0,May-15,Fully Paid,debt_consolidation,CA,670.0
959889,107046846,3600.0, 36 months,7.49,A,A4,Wholesale,4 years,OWN,45000.0,Apr-17,Current,debt_consolidation,MA,715.0
