,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
392401,39551962,,30000.0,30000.0,29975.0, 36 months,7.49,933.05,A,A4,SR HR Consultant,7 years,MORTGAGE,85000.0,Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39551962,,credit_card,Credit card refinancing,431xx,OH,28.44,0.0,May-98,725.0,729.0,0.0,,,14.0,0.0,41338.0,52.4,22.0,f,0.0,0.0,33557.07,33529.11,30000.0,3557.07,0.0,0.0,0.0,Nov-17,2791.39,,Dec-17,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,251671.0,,,,,,,,,,,,78900.0,,,,3.0,17977.0,35741.0,53.3,0.0,0.0,99.0,200.0,16.0,6.0,2.0,16.0,,6.0,,0.0,5.0,6.0,7.0,12.0,6.0,9.0,14.0,6.0,14.0,0.0,0.0,0.0,1.0,100.0,14.3,0.0,0.0,324632.0,80361.0,76500.0,66932.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
363955,41429524,,15000.0,15000.0,15000.0, 36 months,9.17,478.19,B,B2,Purchasing Manager ,3 years,MORTGAGE,70000.0,Source Verified,Mar-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41429524,,debt_consolidation,Debt consolidation,760xx,TX,22.77,2.0,Aug-99,690.0,694.0,0.0,6.0,,17.0,0.0,10575.0,21.5,35.0,w,0.0,0.0,17064.96539,17064.97,15000.0,2064.97,0.0,0.0,0.0,Jun-17,4639.67,,Mar-18,724.0,720.0,0.0,6.0,1.0,Individual,,,,0.0,0.0,202086.0,,,,,,,,,,,,49300.0,,,,7.0,14435.0,18606.0,2.1,0.0,0.0,120.0,186.0,3.0,3.0,8.0,18.0,,16.0,,1.0,1.0,7.0,3.0,5.0,10.0,13.0,17.0,7.0,17.0,0.0,0.0,1.0,1.0,94.3,0.0,0.0,0.0,258254.0,85862.0,19000.0,89254.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
204646,56068027,,20000.0,20000.0,20000.0, 60 months,13.33,458.45,C,C3,Lead Manager,9 years,MORTGAGE,87500.0,Not Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56068027,,credit_card,Credit card refinancing,441xx,OH,12.07,0.0,Nov-06,680.0,684.0,1.0,,,19.0,0.0,20829.0,42.3,33.0,f,0.0,0.0,21201.7,21201.7,20000.0,1201.7,0.0,0.0,0.0,Dec-15,19382.71,,Mar-19,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,129898.0,,,,,,,,,,,,49200.0,,,,12.0,6837.0,7705.0,67.2,0.0,0.0,91.0,104.0,6.0,6.0,1.0,7.0,,5.0,,0.0,5.0,9.0,8.0,11.0,10.0,17.0,22.0,9.0,19.0,0.0,0.0,0.0,6.0,100.0,37.5,0.0,0.0,167561.0,36116.0,23500.0,19191.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
997156,75145369,,26000.0,26000.0,26000.0, 60 months,20.75,699.74,E,E2,General Manager,7 years,OWN,70000.0,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75145369,,debt_consolidation,Debt consolidation,784xx,TX,25.68,0.0,Dec-01,715.0,719.0,0.0,,,10.0,0.0,15245.0,52.6,19.0,w,0.0,0.0,38814.51013,38814.51,26000.0,12814.51,0.0,0.0,0.0,Mar-19,88.99,,Mar-19,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,70262.0,1.0,3.0,2.0,2.0,4.0,55017.0,53.0,1.0,2.0,6715.0,53.0,29000.0,1.0,3.0,3.0,4.0,7026.0,4445.0,76.2,0.0,0.0,97.0,171.0,7.0,4.0,0.0,7.0,,4.0,,0.0,4.0,6.0,4.0,8.0,5.0,7.0,14.0,6.0,10.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,94494.0,70262.0,18700.0,65494.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,365.03,Sep-17,Nov-17,Sep-17,3.0,0.0,Current,1095.09,21389.86,10.78,Cash,N,,,,,,
927486,107215969,,8000.0,8000.0,8000.0, 36 months,10.91,261.57,B,B4,Casino porter,10+ years,RENT,67248.0,Source Verified,May-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107215969,,debt_consolidation,Debt consolidation,891xx,NV,30.42,0.0,May-09,675.0,679.0,0.0,,102.0,12.0,1.0,16984.0,70.2,18.0,f,0.0,0.0,8246.82277,8246.82,8000.0,246.82,0.0,0.0,0.0,Sep-17,7694.58,,Mar-19,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,45955.0,0.0,3.0,0.0,1.0,19.0,28971.0,41.0,0.0,2.0,2191.0,55.0,24200.0,0.0,3.0,0.0,3.0,3830.0,2611.0,58.6,0.0,0.0,96.0,80.0,22.0,19.0,0.0,22.0,,14.0,,0.0,3.0,7.0,4.0,4.0,5.0,9.0,12.0,7.0,12.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,88766.0,45955.0,6300.0,64566.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
860747,136680861,,1800.0,1800.0,1800.0, 36 months,7.21,55.76,A,A3,Manager CDI,10+ years,MORTGAGE,105000.0,Source Verified,Jul-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=136680861,,debt_consolidation,Debt consolidation,492xx,MI,2.31,0.0,Sep-97,795.0,799.0,3.0,,,8.0,0.0,964.0,11.3,38.0,w,0.0,0.0,1868.2670649999998,1868.27,1800.0,68.27,0.0,0.0,0.0,Mar-19,2.39,,Mar-19,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,198852.0,3.0,4.0,3.0,3.0,2.0,34642.0,67.0,1.0,3.0,919.0,59.0,8500.0,3.0,7.0,3.0,6.0,24857.0,7036.0,12.1,0.0,0.0,132.0,250.0,10.0,2.0,2.0,10.0,,2.0,,0.0,2.0,2.0,2.0,12.0,12.0,3.0,24.0,2.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,232577.0,35606.0,8000.0,52077.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
619013,113542574,,13000.0,13000.0,13000.0, 36 months,12.62,435.65,C,C1,Project Manager,1 year,RENT,76000.0,Not Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113542574,,debt_consolidation,Debt consolidation,330xx,FL,11.52,14.0,Mar-08,670.0,674.0,3.0,7.0,,22.0,0.0,4097.0,24.4,37.0,f,0.0,0.0,14494.489430000001,14494.49,13000.0,1494.49,0.0,0.0,0.0,Aug-18,9720.57,,Mar-19,719.0,715.0,0.0,12.0,1.0,Joint App,141000.0,8.24,Not Verified,0.0,0.0,63432.0,0.0,14.0,1.0,2.0,8.0,59335.0,97.0,0.0,3.0,1355.0,80.0,16800.0,0.0,0.0,5.0,5.0,3021.0,2730.0,50.4,0.0,0.0,91.0,112.0,14.0,8.0,0.0,14.0,40.0,0.0,40.0,13.0,3.0,5.0,3.0,4.0,26.0,8.0,11.0,5.0,22.0,0.0,0.0,13.0,1.0,82.6,0.0,0.0,0.0,77465.0,63432.0,5500.0,60665.0,8300.0,655.0,659.0,May-06,0.0,0.0,9.0,47.7,3.0,10.0,0.0,0.0,64.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
622337,113542496,,1800.0,1800.0,1800.0, 36 months,9.93,58.03,B,B2,Psychotherapist/owner,3 years,MORTGAGE,82000.0,Source Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113542496,,debt_consolidation,Debt consolidation,554xx,MN,16.0,0.0,Mar-99,675.0,679.0,0.0,36.0,,12.0,0.0,18936.0,63.3,37.0,w,0.0,0.0,1973.8931719999998,1973.89,1800.0,173.89,0.0,0.0,0.0,Oct-18,6.79,,Oct-18,664.0,660.0,0.0,47.0,1.0,Individual,,,,0.0,0.0,235441.0,1.0,4.0,0.0,1.0,13.0,28746.0,65.0,2.0,3.0,5760.0,64.0,29900.0,1.0,3.0,1.0,6.0,19620.0,3340.0,63.3,0.0,0.0,141.0,152.0,5.0,5.0,3.0,10.0,,11.0,,1.0,1.0,4.0,2.0,4.0,16.0,7.0,17.0,4.0,12.0,0.0,0.0,0.0,3.0,89.2,50.0,0.0,0.0,263593.0,47682.0,9100.0,44305.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
420415,37801714,,14000.0,14000.0,14000.0, 36 months,10.49,454.97,B,B3,Remote Coding Data Reviewer,4 years,MORTGAGE,75000.0,Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37801714,,debt_consolidation,Debt consolidation,871xx,NM,12.35,0.0,Feb-94,675.0,679.0,0.0,61.0,,8.0,0.0,14117.0,70.2,12.0,f,0.0,0.0,16398.293169999997,16398.29,14000.0,2398.29,0.0,0.0,0.0,Jan-18,454.9,,Mar-19,624.0,620.0,0.0,,1.0,Individual,,,,0.0,0.0,198472.0,,,,,,,,,,,,20100.0,,,,3.0,24809.0,4762.0,74.7,0.0,0.0,250.0,117.0,21.0,6.0,1.0,21.0,61.0,6.0,61.0,0.0,4.0,5.0,4.0,6.0,3.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,2.0,91.7,50.0,0.0,0.0,207938.0,35713.0,18800.0,22902.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1004196,75222523,,20000.0,20000.0,20000.0, 36 months,5.32,602.3,A,A1,Program Manager,10+ years,MORTGAGE,140000.0,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75222523,,major_purchase,Major purchase,781xx,TX,2.58,0.0,Nov-89,820.0,824.0,0.0,,,8.0,0.0,2225.0,2.5,13.0,w,0.0,0.0,20310.52,20310.52,20000.0,310.52,0.0,0.0,0.0,Jul-16,19111.83,,Jul-16,819.0,815.0,0.0,,1.0,Individual,,,,0.0,0.0,235478.0,0.0,1.0,0.0,0.0,37.0,8653.0,49.0,0.0,0.0,1962.0,10.0,89500.0,0.0,1.0,0.0,0.0,33640.0,87275.0,2.5,0.0,0.0,127.0,316.0,55.0,33.0,3.0,55.0,,,,0.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,343619.0,10878.0,89500.0,17802.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
58228,65483689,,8625.0,8625.0,8625.0, 36 months,11.49,284.38,B,B5,Store manager,4 years,OWN,60000.0,Source Verified,Nov-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65483689,,credit_card,Credit card refinancing,112xx,NY,14.14,5.0,Sep-02,705.0,709.0,0.0,12.0,,10.0,0.0,4255.0,26.2,25.0,f,0.0,0.0,4961.62,4961.62,3238.48,1043.73,0.0,679.41,122.2938,Mar-17,284.38,,Aug-17,594.0,590.0,0.0,12.0,1.0,Individual,,,,0.0,0.0,129323.0,,,,,,,,,,,,9900.0,,,,1.0,12932.0,4340.0,11.6,0.0,0.0,66.0,110.0,24.0,24.0,1.0,25.0,12.0,5.0,12.0,1.0,3.0,4.0,5.0,12.0,4.0,8.0,20.0,4.0,10.0,0.0,0.0,2.0,0.0,69.6,40.0,0.0,0.0,177977.0,25038.0,7200.0,33077.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1004108,75324167,,26000.0,26000.0,26000.0, 60 months,10.75,562.07,B,B4,CONTROLLER,10+ years,MORTGAGE,118000.0,Not Verified,Mar-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75324167,,credit_card,Credit card refinancing,310xx,GA,13.51,0.0,Nov-01,700.0,704.0,3.0,48.0,,13.0,0.0,25641.0,45.3,24.0,w,0.0,0.0,12223.32,12223.32,6015.16,3524.5,0.0,2683.66,241.5294,Sep-17,562.07,,Feb-18,529.0,525.0,0.0,48.0,1.0,Individual,,,,0.0,0.0,42754.0,1.0,1.0,0.0,0.0,25.0,17113.0,69.0,1.0,2.0,7392.0,52.0,56600.0,2.0,2.0,3.0,2.0,4275.0,30258.0,44.4,0.0,0.0,105.0,129.0,2.0,2.0,2.0,42.0,48.0,2.0,48.0,0.0,5.0,6.0,7.0,10.0,6.0,12.0,16.0,6.0,13.0,0.0,0.0,0.0,1.0,91.7,14.3,0.0,0.0,81600.0,42754.0,54400.0,25000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
86920,63185713,,12000.0,12000.0,12000.0, 60 months,15.61,289.34,D,D1,Auditor II,10+ years,MORTGAGE,50000.0,Source Verified,Oct-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63185713,,debt_consolidation,Debt consolidation,645xx,MO,31.37,0.0,Dec-98,720.0,724.0,0.0,,,13.0,0.0,11567.0,48.0,24.0,f,0.0,0.0,7926.77,7926.77,4277.26,3524.51,0.0,125.0,22.5,Jan-18,289.34,,Mar-19,569.0,565.0,0.0,,1.0,Individual,,,,0.0,0.0,133907.0,,,,,,,,,,,,24100.0,,,,4.0,12173.0,111.0,99.0,0.0,0.0,164.0,123.0,1.0,1.0,3.0,1.0,,11.0,,0.0,3.0,5.0,3.0,5.0,9.0,7.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,177431.0,56656.0,10700.0,72373.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Nov-18,ACTIVE,Oct-18,3708.02,45.0,24.0
138709,60636197,,5000.0,5000.0,5000.0, 36 months,11.53,164.96,B,B5,nurse,2 years,RENT,70000.0,Source Verified,Sep-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60636197,,debt_consolidation,Debt consolidation,124xx,NY,21.28,0.0,Dec-98,685.0,689.0,0.0,,,13.0,0.0,26556.0,84.8,26.0,w,0.0,0.0,5934.991351,5934.99,5000.0,934.99,0.0,0.0,0.0,Sep-18,164.59,,Mar-19,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,49673.0,,,,,,,,,,,,31300.0,,,,4.0,4139.0,2931.0,89.0,0.0,0.0,160.0,201.0,9.0,9.0,3.0,34.0,,20.0,,0.0,5.0,7.0,7.0,12.0,4.0,11.0,19.0,7.0,13.0,0.0,0.0,0.0,2.0,100.0,83.3,0.0,0.0,61185.0,49673.0,26600.0,29885.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
378729,40483168,,10000.0,10000.0,10000.0, 36 months,6.99,308.73,A,A3,School nurse,7 years,MORTGAGE,92000.0,Not Verified,Feb-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40483168,,debt_consolidation,Debt consolidation,791xx,TX,4.71,0.0,Jun-02,705.0,709.0,0.0,62.0,,10.0,0.0,15842.0,46.1,33.0,w,0.0,0.0,11110.21033,11110.21,10000.0,1110.21,0.0,0.0,0.0,Feb-18,308.54,,Mar-18,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,215929.0,,,,,,,,,,,,34400.0,,,,4.0,26991.0,12615.0,51.1,0.0,0.0,152.0,139.0,2.0,2.0,4.0,2.0,,,,0.0,2.0,5.0,4.0,10.0,8.0,9.0,21.0,5.0,10.0,0.0,0.0,0.0,2.0,97.0,25.0,0.0,0.0,237700.0,15842.0,25800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
699104,79002556,,11000.0,11000.0,11000.0, 36 months,7.39,341.62,A,A4,Teacher ,1 year,RENT,54000.0,Verified,May-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79002556,,credit_card,Credit card refinancing,752xx,TX,20.48,0.0,Jul-03,725.0,729.0,1.0,,,7.0,0.0,10248.0,55.4,19.0,w,0.0,0.0,12197.06185,12197.06,11000.0,1197.06,0.0,0.0,0.0,Aug-18,3323.97,,Mar-19,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,30653.0,1.0,2.0,0.0,0.0,33.0,20405.0,33.0,2.0,3.0,8390.0,38.0,18500.0,0.0,0.0,1.0,3.0,5109.0,4597.0,68.3,0.0,0.0,154.0,110.0,1.0,1.0,0.0,1.0,,1.0,,0.0,3.0,4.0,4.0,7.0,7.0,5.0,12.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,80211.0,30653.0,14500.0,61711.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
480718,128534402,,17000.0,17000.0,17000.0, 36 months,9.93,547.99,B,B2,Lead Aircraft Mechanic,10+ years,RENT,82500.0,Not Verified,Feb-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=128534402,,debt_consolidation,Debt consolidation,406xx,KY,14.18,0.0,Feb-06,710.0,714.0,0.0,51.0,,7.0,0.0,3632.0,22.7,17.0,w,0.0,0.0,18392.198119999997,18392.2,17000.0,1392.2,0.0,0.0,0.0,Jan-19,12921.68,,Mar-19,699.0,695.0,0.0,51.0,1.0,Individual,,,,0.0,0.0,58668.0,0.0,3.0,1.0,3.0,7.0,55036.0,85.0,0.0,2.0,3632.0,73.0,16000.0,1.0,5.0,1.0,5.0,11734.0,12368.0,22.7,0.0,0.0,138.0,127.0,14.0,7.0,1.0,14.0,51.0,7.0,51.0,0.0,1.0,1.0,3.0,6.0,9.0,4.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,94.1,0.0,0.0,0.0,80601.0,58668.0,16000.0,64601.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
183716,57205597,,3500.0,3500.0,3500.0, 36 months,11.53,115.47,B,B5,CAD Operator,2 years,MORTGAGE,47000.0,Verified,Aug-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57205597,,debt_consolidation,Debt consolidation,296xx,SC,9.53,0.0,Aug-10,675.0,679.0,0.0,,72.0,5.0,1.0,2693.0,31.7,7.0,f,0.0,0.0,3900.76,3900.76,3500.0,400.76,0.0,0.0,0.0,Oct-16,2401.89,,Mar-19,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,15627.0,,,,,,,,,,,,8500.0,,,,2.0,3125.0,2872.0,47.8,0.0,0.0,34.0,59.0,12.0,12.0,0.0,12.0,,9.0,,0.0,1.0,2.0,2.0,2.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,18110.0,15627.0,5500.0,9610.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
301364,46663514,,5000.0,5000.0,5000.0, 36 months,9.17,159.4,B,B2,sales person,< 1 year,RENT,50000.0,Not Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46663514,,credit_card,Credit card refinancing,117xx,NY,12.8,0.0,Jun-11,685.0,689.0,0.0,,,9.0,0.0,7649.0,49.0,11.0,w,0.0,0.0,5586.459079,5586.46,5000.0,586.46,0.0,0.0,0.0,Jan-17,2560.41,,Jan-17,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,15652.0,,,,,,,,,,,,15600.0,,,,3.0,1739.0,5863.0,55.9,0.0,0.0,35.0,46.0,19.0,13.0,0.0,19.0,,9.0,,0.0,6.0,7.0,6.0,7.0,2.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,100.0,16.7,0.0,0.0,26099.0,15652.0,13300.0,10499.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
457693,129396120,,30000.0,30000.0,30000.0, 36 months,6.71,922.35,A,A3,Family Nurse Practitioner ,10+ years,OWN,155000.0,Not Verified,Mar-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129396120,,debt_consolidation,Debt consolidation,989xx,WA,8.9,0.0,Sep-02,810.0,814.0,0.0,,,19.0,0.0,736.0,1.9,31.0,w,0.0,0.0,31658.881869999997,31658.88,30000.0,1658.88,0.0,0.0,0.0,Feb-19,22457.75,,Feb-19,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,383870.0,0.0,12.0,1.0,2.0,10.0,150162.0,91.0,0.0,0.0,736.0,58.0,38800.0,1.0,1.0,1.0,2.0,20204.0,19064.0,3.7,0.0,0.0,185.0,128.0,31.0,10.0,4.0,53.0,,10.0,,0.0,1.0,1.0,4.0,5.0,20.0,6.0,7.0,1.0,19.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,434204.0,150898.0,19800.0,152753.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
203436,56008336,,30000.0,30000.0,29925.0, 36 months,15.61,1048.95,D,D1,FINANCE MANAGER,10+ years,RENT,110000.0,Source Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56008336,,debt_consolidation,Debt consolidation,970xx,OR,14.13,0.0,Mar-86,670.0,674.0,2.0,41.0,,8.0,0.0,18142.0,54.0,16.0,f,0.0,0.0,35033.52698,34945.94,30000.0,5033.53,0.0,0.0,0.0,Jan-17,8826.35,,Mar-19,719.0,715.0,0.0,48.0,1.0,Individual,,,,0.0,0.0,39872.0,,,,,,,,,,,,33300.0,,,,6.0,4984.0,5333.0,74.0,0.0,0.0,18.0,352.0,6.0,4.0,2.0,7.0,,2.0,41.0,0.0,3.0,6.0,4.0,4.0,2.0,6.0,12.0,4.0,8.0,,0.0,0.0,4.0,94.0,66.7,0.0,0.0,62289.0,39872.0,16000.0,28989.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1015275,74814579,,10000.0,10000.0,10000.0, 36 months,7.39,310.56,A,A4,Administrative Assistant,10+ years,MORTGAGE,40000.0,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74814579,,debt_consolidation,Debt consolidation,628xx,IL,25.5,0.0,May-90,730.0,734.0,0.0,,,15.0,0.0,24688.0,36.8,27.0,f,0.0,0.0,11171.8389,11171.84,10000.0,1171.84,0.0,0.0,0.0,Mar-19,310.45,,Mar-19,819.0,815.0,0.0,,1.0,Individual,,,,0.0,0.0,101925.0,3.0,2.0,1.0,2.0,3.0,10477.0,83.0,2.0,2.0,13993.0,44.0,67000.0,1.0,5.0,1.0,5.0,8494.0,31284.0,40.6,0.0,0.0,116.0,310.0,3.0,3.0,4.0,3.0,,9.0,,0.0,2.0,5.0,5.0,10.0,5.0,12.0,17.0,5.0,15.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,147061.0,35165.0,52700.0,12561.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
740542,76311888,,11000.0,11000.0,11000.0, 36 months,16.29,388.31,D,D1,Mold Tech,10+ years,RENT,30000.0,Not Verified,Apr-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76311888,,credit_card,Credit card refinancing,925xx,CA,25.28,0.0,Jun-97,700.0,704.0,0.0,,,10.0,0.0,13766.0,57.6,17.0,w,0.0,0.0,11241.08,11241.08,8423.86,2817.22,0.0,0.0,0.0,Sep-18,388.31,,Mar-19,529.0,525.0,1.0,,1.0,Individual,,,,0.0,50.0,27779.0,0.0,1.0,0.0,0.0,79.0,13713.0,115.0,0.0,1.0,1815.0,77.0,23900.0,0.0,1.0,0.0,1.0,2778.0,3769.0,54.0,0.0,0.0,226.0,129.0,21.0,21.0,0.0,21.0,,21.0,,1.0,3.0,8.0,3.0,4.0,6.0,8.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,94.1,66.7,0.0,0.0,36131.0,27779.0,8200.0,11931.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jan-19,ACTIVE,Jan-19,1231.0,45.0,18.0
583663,116247740,,15000.0,15000.0,15000.0, 60 months,16.02,364.94,C,C5,Implementation Specialist II,2 years,RENT,57000.0,Source Verified,Aug-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=116247740,,debt_consolidation,Debt consolidation,926xx,CA,13.77,0.0,Aug-91,660.0,664.0,0.0,,97.0,8.0,1.0,6799.0,57.6,17.0,w,0.0,0.0,16849.34039,16849.34,15000.0,1849.34,0.0,0.0,0.0,May-18,13956.52,,Dec-18,679.0,675.0,0.0,,1.0,Individual,,,,0.0,1858.0,196143.0,0.0,2.0,0.0,1.0,19.0,189344.0,86.0,0.0,0.0,3943.0,73.0,11800.0,2.0,1.0,0.0,1.0,24518.0,1347.0,82.0,0.0,0.0,138.0,312.0,38.0,19.0,0.0,45.0,,19.0,,0.0,2.0,4.0,2.0,2.0,8.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,130867.0,196143.0,7500.0,119067.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
